ID,Year_Birth,Marital_Status, Income ,Kidhome,Teenhome,Dt_Customer
9405,1954,Married,"$52,869.00 ",1,1,10/15/2012
10525,1986,Single,"$26,576.00 ",1,0,10/13/2012
7503,1976,Single,"$75,825.00 ",0,0,10/12/2012
8783,1950,Married,"$57,045.00 ",0,1,9/8/2012
1403,1975,Together,"$34,984.00 ",1,1,9/6/2012
4643,1973,Married,"$27,803.00 ",1,0,8/26/2012
3463,1975,Married,"$69,283.00 ",0,1,6/14/2014
4055,1992,Single,"$18,746.00 ",1,0,5/29/2014
7010,1965,Married,"$70,924.00 ",0,0,4/7/2014
4767,1965,Married,"$70,924.00 ",0,0,4/7/2014
1927,1973,Together,"$69,401.00 ",0,1,3/23/2014
437,1976,Divorced,"$75,012.00 ",0,0,1/25/2014
4331,1978,Together,"$85,738.00 ",0,0,1/23/2014
4084,1975,Together,"$60,934.00 ",0,1,1/17/2014
8135,1986,Married,"$27,161.00 ",1,0,10/28/2013
9750,1961,Divorced,"$64,325.00 ",0,1,2/7/2013
6682,1973,Married,"$18,978.00 ",1,0,12/11/2012
10581,1977,Married,"$41,124.00 ",1,0,10/31/2012
3710,1984,Single,"$39,684.00 ",1,0,10/12/2012
5207,1963,Married,"$53,378.00 ",1,1,9/24/2012
9360,1982,Married,"$37,040.00 ",0,0,8/8/2012
4679,1977,Married,"$78,710.00 ",0,1,5/23/2014
1340,1986,Married,"$92,910.00 ",0,0,4/24/2014
10839,1976,Together,"$36,283.00 ",1,1,4/14/2014
5303,1974,Together,"$79,632.00 ",0,0,4/8/2014
9829,1978,Together,"$28,587.00 ",1,0,2/12/2014
10469,1981,Together,"$88,325.00 ",0,0,2/5/2014
3602,1958,Married,"$51,412.00 ",0,1,12/31/2013
4756,1952,Divorced,"$63,998.00 ",0,0,12/20/2013
8181,1978,Single,"$38,593.00 ",1,0,9/13/2013
6958,1977,Married,"$27,889.00 ",1,0,7/5/2013
10856,1980,Single,"$45,889.00 ",0,1,7/2/2013
3321,1967,Together,"$56,575.00 ",0,2,5/5/2013
5394,1979,Single,"$16,014.00 ",1,1,3/17/2013
433,1958,Alone,"$61,331.00 ",1,1,3/10/2013
6320,1976,Single,"$70,893.00 ",0,0,2/6/2013
5376,1979,Married,"$2,447.00 ",1,0,1/6/2013
1867,1957,Single,"$64,849.00 ",0,0,11/13/2012
4324,1989,Married,"$42,387.00 ",1,0,10/29/2012
3661,1995,Single,"$80,617.00 ",0,0,10/12/2012
521,1985,Together,"$54,006.00 ",1,0,9/18/2012
10403,1978,Together,"$16,531.00 ",1,0,6/18/2014
7186,1966,Together,"$30,843.00 ",1,1,5/26/2014
4329,1984,Married,"$18,988.00 ",1,0,5/23/2014
4394,1965,Married,"$81,051.00 ",0,0,5/23/2014
1717,1988,Single,"$39,747.00 ",1,0,4/13/2014
1016,1959,Single,"$34,554.00 ",0,1,3/30/2014
3783,1959,Married,"$52,854.00 ",1,1,3/24/2014
5848,1970,Together,"$81,205.00 ",0,0,1/13/2014
10727,1970,Married,"$69,084.00 ",1,0,11/19/2013
5299,1970,Married,"$69,084.00 ",1,0,11/19/2013
6872,1974,Married,"$65,352.00 ",0,1,8/21/2013
1143,1972,Married,"$22,063.00 ",1,0,8/8/2013
10381,1979,Single,"$47,691.00 ",0,1,7/5/2013
11007,1968,Married,"$29,187.00 ",1,0,5/9/2013
9145,1972,Single,"$72,504.00 ",0,1,4/6/2013
5267,1970,Divorced,"$33,986.00 ",1,0,3/14/2013
9738,1986,Together,"$42,386.00 ",1,0,1/13/2013
10212,1986,Together,"$42,386.00 ",1,0,1/13/2013
10010,1953,Divorced,"$36,957.00 ",1,1,9/6/2012
10069,1988,Together,"$13,724.00 ",1,0,8/31/2012
2694,1967,Married,"$42,664.00 ",0,1,3/18/2014
10613,1958,Together,"$37,334.00 ",1,1,2/26/2014
4646,1951,Married,"$78,497.00 ",0,0,12/1/2013
6935,1951,Married,"$78,497.00 ",0,0,12/1/2013
5596,1956,Together,"$58,821.00 ",0,1,10/12/2013
1044,1953,Together,"$58,398.00 ",0,0,5/14/2013
9274,1961,Married,"$80,950.00 ",0,0,3/28/2013
9076,1980,Married,"$30,732.00 ",1,0,1/5/2013
4947,1966,Single,"$89,572.00 ",0,0,9/15/2012
10176,1968,Single,"$57,107.00 ",0,1,8/24/2012
3507,1970,Single,"$76,467.00 ",1,0,8/17/2012
9235,1957,Single,,1,1,5/27/2014
10341,1948,Together,"$51,315.00 ",0,0,2/23/2014
2639,1966,Single,"$43,602.00 ",1,1,1/10/2014
6201,1978,Single,"$38,643.00 ",1,1,11/29/2013
7397,1951,Single,"$49,090.00 ",0,1,7/19/2013
2181,1970,Married,"$70,617.00 ",0,0,6/23/2013
1204,1970,Married,"$67,536.00 ",0,1,5/22/2013
1170,1975,Married,"$27,573.00 ",1,0,3/25/2013
8812,1979,Divorced,"$13,533.00 ",1,0,3/10/2013
4690,1953,Married,"$50,725.00 ",0,1,2/13/2013
1715,1978,Together,"$25,851.00 ",1,0,2/11/2013
10821,1978,Married,"$57,113.00 ",1,1,2/6/2013
6543,1945,Together,"$62,847.00 ",0,0,1/15/2013
7119,1982,Single,"$68,627.00 ",0,0,1/12/2013
3518,1983,Married,"$25,271.00 ",1,0,12/5/2012
1245,1966,Single,"$63,810.00 ",0,1,11/11/2012
2561,1966,Single,"$63,810.00 ",0,1,11/11/2012
9624,1958,Together,"$65,488.00 ",0,0,6/13/2014
10509,1955,Single,"$36,927.00 ",1,1,6/2/2014
7629,1977,Married,"$22,108.00 ",1,1,5/8/2014
7875,1949,Married,"$72,025.00 ",0,0,4/29/2014
2815,1975,Married,"$33,183.00 ",1,0,2/24/2014
2936,1982,Together,"$23,661.00 ",1,0,12/4/2013
3665,1977,Together,"$25,315.00 ",1,0,11/7/2013
10888,1961,Single,"$45,938.00 ",0,0,11/3/2013
6637,1988,Single,"$66,951.00 ",0,0,11/2/2013
5077,1979,Together,"$77,298.00 ",0,1,11/2/2013
6173,1979,Together,"$77,298.00 ",0,1,11/2/2013
3969,1974,Together,"$43,018.00 ",0,1,11/1/2013
4580,1969,Married,"$75,759.00 ",0,0,10/25/2013
663,1989,Single,"$33,996.00 ",0,0,9/11/2013
8299,1989,Single,"$33,996.00 ",0,0,9/11/2013
8945,1970,Divorced,"$54,137.00 ",0,1,8/16/2013
10870,1967,Married,"$61,223.00 ",0,1,6/13/2013
1184,1968,Divorced,"$69,674.00 ",0,2,5/22/2013
6141,1972,Single,"$49,494.00 ",1,0,4/25/2013
8825,1962,Together,"$51,195.00 ",1,1,4/1/2013
2217,1975,Married,"$37,284.00 ",1,1,3/29/2013
4102,1975,Married,"$37,284.00 ",1,1,3/29/2013
4653,1978,Together,"$42,011.00 ",1,0,3/26/2013
10092,1954,Divorced,"$70,044.00 ",0,1,2/18/2013
5788,1972,Together,"$46,053.00 ",1,0,2/17/2013
4669,1981,Married,"$24,480.00 ",1,0,2/11/2013
6295,1977,Married,"$54,233.00 ",0,1,2/4/2013
7453,1954,Single,"$36,130.00 ",0,1,2/2/2013
10841,1975,Together,"$56,559.00 ",0,1,12/25/2012
821,1992,Single,"$92,859.00 ",0,0,10/19/2012
3933,1980,Together,"$44,010.00 ",1,0,10/13/2012
1225,1963,Married,"$80,124.00 ",0,0,6/26/2014
7059,1963,Married,"$80,124.00 ",0,0,6/26/2014
5633,1980,Married,"$50,183.00 ",1,1,6/25/2014
843,1971,Married,"$64,722.00 ",1,0,5/26/2014
6211,1976,Together,"$37,395.00 ",1,0,5/2/2014
7007,1968,Married,"$29,543.00 ",2,0,4/1/2014
9671,1968,Married,"$19,514.00 ",1,1,1/26/2014
8975,1968,Married,"$19,514.00 ",1,1,1/26/2014
6616,1975,Together,"$59,481.00 ",0,1,10/23/2013
6248,1947,Single,"$91,712.00 ",0,0,10/17/2013
7428,1975,Together,"$80,144.00 ",0,0,9/30/2013
3075,1972,Married,"$59,973.00 ",0,0,9/11/2013
2937,1974,Single,"$68,352.00 ",0,1,8/28/2013
203,1975,Single,"$81,169.00 ",0,0,4/14/2013
2021,1975,Married,"$61,456.00 ",0,1,3/27/2013
880,1966,Together,"$22,634.00 ",0,0,1/16/2013
524,1966,Together,"$22,634.00 ",0,0,1/16/2013
10837,1975,Married,"$23,957.00 ",1,0,10/28/2012
7011,1973,Married,"$33,471.00 ",1,0,10/12/2012
4184,1950,Together,"$52,157.00 ",0,1,6/7/2014
7679,1985,Single,"$30,298.00 ",0,0,5/19/2014
7485,1950,Widow,"$56,551.00 ",1,1,5/7/2014
7530,1950,Widow,"$56,551.00 ",1,1,5/7/2014
4369,1957,Absurd,"$65,487.00 ",0,0,1/10/2014
10652,1957,Together,"$65,487.00 ",0,0,1/10/2014
286,1952,Single,"$44,213.00 ",1,1,11/29/2013
5922,1974,Married,"$40,344.00 ",0,1,10/13/2013
7250,1978,Together,"$57,867.00 ",1,0,10/1/2013
2478,1973,Married,"$25,410.00 ",1,0,8/31/2013
1160,1970,Married,"$13,260.00 ",1,1,8/23/2013
9214,1991,Married,"$42,691.00 ",0,0,8/16/2013
273,1970,Married,"$36,138.00 ",1,1,7/16/2013
851,1972,Married,"$57,136.00 ",1,1,7/9/2013
9729,1955,Widow,"$58,275.00 ",1,1,6/2/2013
9665,1957,Divorced,"$54,237.00 ",0,1,4/27/2013
2620,1974,Married,"$34,596.00 ",1,0,4/13/2013
8254,1974,Married,"$34,596.00 ",1,0,4/13/2013
3852,1961,Together,"$74,881.00 ",1,1,3/8/2013
1000,1961,Together,"$74,881.00 ",1,1,3/8/2013
3099,1970,Divorced,"$44,267.00 ",1,1,2/25/2013
6318,1988,Married,"$68,487.00 ",0,0,1/13/2013
5396,1988,Married,"$68,487.00 ",0,0,1/13/2013
7966,1959,Single,"$80,982.00 ",1,1,1/8/2013
454,1980,Together,"$69,508.00 ",1,0,11/14/2012
309,1961,Together,"$63,342.00 ",0,1,10/16/2012
3571,1961,Together,"$63,342.00 ",0,1,10/16/2012
8395,1961,Single,"$82,014.00 ",0,0,8/20/2012
2591,1959,Widow,"$76,320.00 ",0,1,6/22/2014
1640,1954,Divorced,"$64,587.00 ",1,1,6/22/2014
810,1975,Married,"$74,190.00 ",0,1,5/12/2014
9423,1979,Married,"$32,765.00 ",1,0,2/23/2014
4345,1964,Single,,1,1,1/12/2014
89,1975,Married,"$22,212.00 ",1,0,12/9/2013
5294,1989,Single,"$18,358.00 ",1,0,11/20/2013
1321,1974,Married,"$26,067.00 ",1,0,11/4/2013
2686,1969,Together,"$22,390.00 ",0,0,10/21/2013
1215,1978,Together,"$70,440.00 ",0,0,10/8/2013
9283,1978,Single,"$60,199.00 ",1,2,9/12/2013
3120,1981,Together,"$38,547.00 ",1,0,8/28/2013
5868,1980,Married,"$19,107.00 ",1,0,8/22/2013
8143,1985,Single,"$37,929.00 ",0,0,7/30/2013
3479,1950,Single,"$16,813.00 ",0,0,7/19/2013
7214,1957,Married,"$62,187.00 ",0,0,7/5/2013
5543,1966,Together,"$57,811.00 ",0,1,6/24/2013
9347,1956,Together,"$50,943.00 ",0,1,6/21/2013
10160,1956,Together,"$50,943.00 ",0,1,6/21/2013
1406,1975,Single,"$53,201.00 ",1,1,2/12/2013
7019,1963,Together,"$54,414.00 ",1,1,1/23/2013
2157,1972,Together,"$26,290.00 ",1,1,1/12/2013
8939,1959,Divorced,"$61,250.00 ",0,1,12/16/2012
10250,1947,Together,"$28,389.00 ",0,0,11/20/2012
1272,1965,Single,"$55,250.00 ",0,1,10/21/2012
3007,1966,Together,"$37,758.00 ",1,1,10/4/2012
5513,1966,Together,"$37,758.00 ",1,1,10/4/2012
679,1957,Married,"$37,633.00 ",1,1,9/20/2012
8876,1963,Together,"$33,629.00 ",1,1,8/8/2012
10827,1967,Married,"$36,947.00 ",1,1,8/7/2012
7300,1952,Divorced,"$69,142.00 ",0,1,6/29/2014
4268,1959,Married,"$53,154.00 ",0,1,6/9/2014
4603,1960,Married,"$65,695.00 ",0,1,1/31/2014
8659,1952,Together,"$69,805.00 ",0,1,1/21/2014
10708,1978,Single,"$36,975.00 ",1,0,12/28/2013
1176,1973,Married,"$26,228.00 ",1,0,9/22/2013
10380,1972,Married,"$37,787.00 ",1,0,9/20/2013
7037,1974,Married,"$37,087.00 ",1,0,8/11/2013
11096,1952,Together,"$57,247.00 ",0,1,8/8/2013
6374,1954,Married,"$36,930.00 ",0,1,5/17/2013
5552,1963,Divorced,"$48,721.00 ",1,1,5/13/2013
2245,1969,Married,"$43,641.00 ",1,1,4/22/2013
6200,1951,Married,"$75,903.00 ",0,1,4/8/2013
9904,1956,Married,"$71,391.00 ",0,1,3/29/2013
10031,1976,Married,"$16,927.00 ",1,1,2/10/2013
6642,1961,Divorced,"$27,215.00 ",2,1,1/23/2013
10882,1976,Married,"$53,858.00 ",0,1,11/9/2012
5636,1963,Single,"$30,983.00 ",0,0,11/9/2012
8692,1952,Together,"$43,462.00 ",1,1,9/12/2012
8091,1956,Married,"$63,943.00 ",0,1,9/2/2012
8080,1986,Single,"$26,816.00 ",0,0,8/17/2012
8370,1976,Together,"$75,484.00 ",0,1,8/2/2012
4550,1966,Together,"$33,564.00 ",0,1,6/24/2014
3381,1953,Married,"$54,348.00 ",1,1,6/8/2014
10556,1959,Married,"$54,984.00 ",0,1,5/24/2014
9467,1984,Single,"$34,738.00 ",1,0,5/11/2014
2891,1963,Divorced,"$68,118.00 ",0,1,10/18/2013
5011,1963,Divorced,"$68,118.00 ",0,1,10/18/2013
8140,1973,Together,"$22,682.00 ",1,0,10/3/2013
11039,1975,Married,"$51,948.00 ",0,1,9/17/2013
78,1969,Married,"$25,293.00 ",1,0,9/15/2013
5517,1969,Married,"$25,293.00 ",1,0,9/15/2013
5290,1964,Married,"$41,551.00 ",1,1,8/14/2013
4128,1962,Together,"$56,067.00 ",0,1,7/20/2013
8534,1952,Married,"$67,433.00 ",0,2,7/16/2013
9592,1983,Together,"$22,010.00 ",1,0,6/30/2013
8957,1952,Single,"$64,831.00 ",1,1,6/10/2013
9308,1954,Married,"$62,820.00 ",0,0,5/11/2013
544,1954,Married,"$62,820.00 ",0,0,5/11/2013
5989,1959,Divorced,"$78,353.00 ",0,1,4/16/2013
635,1966,Married,"$57,183.00 ",1,1,3/19/2013
6673,1965,Single,"$23,478.00 ",0,0,3/19/2013
1710,1978,Single,"$30,168.00 ",1,0,3/7/2013
523,1989,Married,"$37,155.00 ",1,0,1/31/2013
8977,1985,Single,"$16,581.00 ",0,0,1/12/2013
9736,1980,Married,"$41,850.00 ",1,1,12/24/2012
1544,1967,Divorced,"$81,380.00 ",0,0,12/22/2012
6575,1981,Together,"$56,386.00 ",1,1,10/27/2012
6147,1971,Divorced,"$25,818.00 ",1,0,10/18/2012
6354,1984,Together,"$15,345.00 ",1,0,8/31/2012
4769,1977,Together,"$57,954.00 ",1,1,6/18/2014
7540,1952,Married,"$50,300.00 ",0,1,5/25/2014
5247,1955,Married,"$38,725.00 ",1,1,5/10/2014
5987,1989,Together,"$10,404.00 ",1,0,5/4/2014
9960,1991,Single,"$26,868.00 ",1,0,4/30/2014
10972,1949,Widow,"$72,298.00 ",0,0,3/10/2014
1399,1958,Married,"$72,905.00 ",0,0,1/21/2014
2698,1976,Single,"$47,025.00 ",0,1,11/7/2013
6340,1985,Single,"$29,938.00 ",1,0,10/27/2013
4107,1948,Together,"$46,681.00 ",0,2,10/8/2013
10906,1948,Together,"$46,681.00 ",0,2,10/8/2013
2557,1970,Single,"$29,548.00 ",1,0,8/29/2013
8786,1956,Married,"$62,058.00 ",0,1,5/26/2013
7187,1969,Together,,1,1,5/18/2013
6119,1963,Single,"$36,736.00 ",1,1,5/10/2013
2980,1952,Single,"$8,820.00 ",1,1,3/22/2013
3850,1963,Together,"$14,918.00 ",0,1,12/7/2012
1077,1974,Together,"$56,715.00 ",0,0,12/5/2012
9733,1978,Together,"$24,882.00 ",1,0,9/9/2012
8462,1978,Together,"$24,882.00 ",1,0,9/9/2012
4764,1952,Together,"$40,442.00 ",1,1,8/19/2012
2223,1965,Divorced,"$64,176.00 ",0,1,8/3/2012
7788,1983,Married,"$23,536.00 ",1,0,6/4/2014
5827,1958,Divorced,"$35,246.00 ",1,1,4/16/2014
2958,1978,Married,"$28,442.00 ",2,0,2/24/2014
4954,1956,Married,"$48,195.00 ",1,1,1/21/2014
3139,1982,Single,"$74,116.00 ",0,0,12/30/2013
9952,1947,Together,"$78,093.00 ",0,0,12/11/2013
8180,1952,Divorced,"$59,354.00 ",1,1,11/15/2013
3276,1976,Together,"$36,301.00 ",1,0,10/25/2013
4994,1943,Single,"$77,598.00 ",0,0,10/1/2013
3598,1972,Married,"$62,710.00 ",0,1,5/23/2013
945,1965,Together,"$36,317.00 ",0,1,5/22/2013
5048,1971,Single,"$42,767.00 ",2,0,5/11/2013
6214,1982,Married,"$43,815.00 ",1,0,4/5/2013
6230,1971,Divorced,"$44,421.00 ",1,1,2/15/2013
2968,1943,Divorced,"$48,948.00 ",0,0,2/1/2013
8800,1943,Divorced,"$48,948.00 ",0,0,2/1/2013
1907,1950,Divorced,"$63,120.00 ",0,1,9/28/2012
10478,1950,Married,"$55,517.00 ",1,1,9/27/2012
4188,1957,Single,"$36,864.00 ",0,1,8/13/2012
8720,1978,Together,,0,0,8/12/2012
2225,1977,Divorced,"$82,582.00 ",0,0,6/7/2014
4790,1958,Divorced,"$79,803.00 ",0,1,6/2/2014
1131,1967,Single,"$52,569.00 ",0,1,4/5/2014
202,1948,Widow,"$82,032.00 ",0,0,4/5/2014
9589,1948,Widow,"$82,032.00 ",0,0,4/5/2014
3900,1972,Married,"$65,685.00 ",0,1,3/29/2014
9958,1972,Married,"$65,685.00 ",0,1,3/29/2014
8955,1957,Together,"$40,451.00 ",0,2,2/16/2014
10033,1973,Divorced,"$31,163.00 ",1,0,2/13/2014
5751,1973,Divorced,"$31,163.00 ",1,0,2/13/2014
3308,1952,Married,"$35,704.00 ",1,1,1/3/2014
7297,1973,Single,"$7,500.00 ",1,0,12/26/2013
8008,1983,Together,"$36,075.00 ",1,0,12/9/2013
1232,1982,Together,"$70,038.00 ",0,0,10/25/2013
2345,1982,Together,"$70,038.00 ",0,0,10/25/2013
1628,1971,Together,"$71,796.00 ",0,0,10/24/2013
5081,1967,Together,"$47,821.00 ",1,1,10/20/2013
839,1975,Married,"$45,503.00 ",1,0,9/25/2013
3706,1978,Single,"$28,647.00 ",1,0,8/21/2013
5154,1972,Divorced,"$37,760.00 ",1,0,8/11/2013
8584,1952,Together,"$85,431.00 ",0,0,6/8/2013
6583,1955,Married,"$72,635.00 ",0,0,6/3/2013
3433,1955,Married,"$72,635.00 ",0,0,6/3/2013
10486,1948,Married,"$77,142.00 ",0,0,5/29/2013
8687,1978,Together,"$53,172.00 ",0,1,5/6/2013
7842,1968,Single,"$36,065.00 ",1,1,3/31/2013
3749,1973,Together,"$73,926.00 ",0,0,3/2/2013
1331,1977,Single,"$35,790.00 ",1,0,1/2/2013
5995,1962,Divorced,"$39,552.00 ",1,1,12/18/2012
8985,1964,Together,"$68,316.00 ",0,1,11/4/2012
2798,1977,Together,"$102,160.00 ",0,0,11/2/2012
7108,1965,Widow,"$51,390.00 ",1,1,9/8/2012
2781,1981,Single,"$72,066.00 ",0,0,6/23/2014
3623,1976,Together,"$21,675.00 ",1,0,6/11/2014
194,1965,Married,"$48,006.00 ",1,1,6/9/2014
10833,1975,Married,"$65,106.00 ",0,1,5/24/2014
2315,1960,Divorced,"$58,401.00 ",0,1,4/20/2014
6336,1960,Married,"$29,315.00 ",1,1,4/6/2014
10738,1951,Single,"$49,389.00 ",1,1,8/29/2013
8286,1965,Together,"$51,717.00 ",0,1,8/20/2013
2166,1960,Widow,"$46,779.00 ",1,1,7/12/2013
10691,1960,Married,"$28,520.00 ",1,1,6/14/2013
9739,1963,Single,"$34,377.00 ",0,1,1/19/2013
1829,1961,Divorced,"$54,959.00 ",0,1,1/19/2013
6260,1955,Together,"$82,384.00 ",0,0,11/19/2012
10448,1956,Single,"$46,998.00 ",0,1,10/22/2012
1343,1968,Together,"$58,554.00 ",1,1,9/26/2012
4749,1968,Together,"$58,554.00 ",1,1,9/26/2012
531,1954,Divorced,"$57,333.00 ",0,1,9/22/2012
6905,1994,Together,"$80,685.00 ",0,0,8/22/2012
1045,1965,Together,"$52,117.00 ",0,1,8/16/2012
4012,1972,Together,"$62,220.00 ",0,1,8/11/2012
5529,1946,Together,"$64,014.00 ",2,1,6/10/2014
4001,1946,Together,"$64,014.00 ",2,1,6/10/2014
10420,1955,Divorced,"$46,390.00 ",0,1,5/5/2014
7723,1979,Together,"$75,507.00 ",0,0,5/2/2014
2963,1979,Together,"$75,507.00 ",0,0,5/2/2014
10634,1951,Married,"$59,412.00 ",0,0,4/19/2014
5180,1968,Divorced,"$50,616.00 ",0,1,4/18/2014
6866,1969,Together,"$35,924.00 ",1,1,3/23/2014
1328,1982,Married,"$57,937.00 ",0,1,2/16/2014
1139,1984,Married,"$73,356.00 ",0,0,2/6/2014
4961,1974,Together,"$21,255.00 ",1,0,1/21/2014
5177,1974,Married,"$58,494.00 ",0,1,12/12/2013
2075,1969,Married,"$72,460.00 ",0,0,11/14/2013
3428,1991,Together,"$68,682.00 ",0,0,10/6/2013
4500,1991,Together,"$68,682.00 ",0,0,10/6/2013
7369,1981,Married,"$36,959.00 ",1,0,10/2/2013
4381,1971,Married,"$46,463.00 ",1,1,8/18/2013
9964,1979,Single,"$61,825.00 ",0,1,8/7/2013
1630,1979,Single,"$61,825.00 ",0,1,8/7/2013
5012,1989,Married,"$28,691.00 ",1,0,7/4/2013
6918,1989,Married,"$28,691.00 ",1,0,7/4/2013
7822,1976,Together,"$54,058.00 ",0,1,6/4/2013
10156,1975,Single,"$84,196.00 ",0,1,6/3/2013
3033,1963,Together,"$38,620.00 ",0,0,5/11/2013
4119,1963,Together,"$38,620.00 ",0,0,5/11/2013
11110,1973,Single,"$3,502.00 ",1,0,4/13/2013
332,1957,Married,"$47,743.00 ",0,1,3/22/2013
737,1949,Married,"$80,360.00 ",0,0,3/3/2013
10319,1971,Married,"$66,303.00 ",0,1,2/26/2013
2683,1969,Married,"$52,413.00 ",0,2,2/2/2013
3445,1956,Single,"$60,714.00 ",0,0,1/17/2013
10913,1984,Single,"$31,385.00 ",1,0,12/5/2012
4427,1995,Single,"$83,257.00 ",0,0,9/18/2012
8717,1975,Married,"$80,427.00 ",0,1,9/12/2012
2066,1949,Together,"$38,823.00 ",0,1,8/30/2012
3340,1977,Married,"$42,014.00 ",1,0,8/17/2012
8685,1977,Married,"$42,014.00 ",1,0,8/17/2012
4149,1948,Together,"$76,140.00 ",0,0,5/13/2014
8726,1964,Divorced,"$41,713.00 ",1,1,4/29/2014
2295,1954,Married,"$62,670.00 ",0,1,2/2/2014
3283,1972,Married,"$70,932.00 ",0,1,1/19/2014
1915,1951,Married,"$78,939.00 ",0,0,12/12/2013
800,1960,Together,"$44,512.00 ",1,1,8/30/2013
9166,1968,Married,"$63,967.00 ",0,1,8/9/2013
5147,1948,Single,"$90,842.00 ",0,0,7/29/2013
13,1947,Widow,"$25,358.00 ",0,1,7/22/2013
8557,1982,Single,,1,0,6/17/2013
8724,1982,Single,"$28,567.00 ",1,0,6/17/2013
9381,1978,Married,"$66,373.00 ",1,1,6/12/2013
9384,1978,Married,"$66,373.00 ",1,1,6/12/2013
3560,1952,Together,"$83,844.00 ",0,0,5/12/2013
241,1952,Together,"$83,844.00 ",0,0,5/12/2013
7521,1952,Together,"$83,844.00 ",0,0,5/12/2013
9799,1968,Divorced,"$83,664.00 ",1,1,5/8/2013
5123,1951,Married,"$27,450.00 ",0,0,4/15/2013
448,1978,Single,"$54,880.00 ",1,0,3/1/2013
4837,1965,Married,"$71,322.00 ",0,1,2/16/2013
9365,1976,Single,"$60,000.00 ",0,1,12/22/2012
8932,1969,Together,"$65,176.00 ",0,1,10/29/2012
7055,1952,Together,"$61,010.00 ",0,1,10/9/2012
3537,1981,Together,"$31,089.00 ",1,0,8/17/2012
9081,1988,Single,"$20,518.00 ",1,0,5/18/2014
4988,1948,Married,"$34,469.00 ",1,1,5/4/2014
1050,1952,Married,"$28,332.00 ",0,0,4/30/2014
5610,1965,Together,"$33,456.00 ",1,1,4/21/2014
3526,1968,Married,"$38,443.00 ",1,1,1/27/2014
5136,1973,Single,"$65,333.00 ",0,1,1/17/2014
1411,1952,Divorced,"$82,623.00 ",0,0,11/10/2013
701,1971,Married,"$73,691.00 ",0,1,11/6/2013
6203,1947,Together,"$74,485.00 ",0,0,8/24/2013
7192,1955,Together,"$65,748.00 ",0,1,4/15/2013
5181,1982,Single,"$24,367.00 ",1,0,3/20/2013
9220,1971,Single,"$91,700.00 ",0,0,1/17/2013
7734,1993,Absurd,"$79,244.00 ",0,0,12/19/2012
10446,1957,Married,"$82,017.00 ",0,0,11/7/2012
5524,1957,Single,"$58,138.00 ",0,0,9/4/2012
3830,1953,Married,"$59,354.00 ",0,2,4/24/2014
5186,1955,Married,"$58,482.00 ",0,1,3/12/2014
8514,1976,Together,"$29,478.00 ",1,0,1/17/2014
7165,1972,Together,"$64,474.00 ",0,1,10/22/2013
10236,1975,Single,"$31,160.00 ",1,0,9/16/2013
2392,1972,Married,"$40,321.00 ",1,1,7/29/2013
1920,1972,Married,"$40,321.00 ",1,1,7/29/2013
3673,1971,Single,"$55,239.00 ",0,1,7/14/2013
1453,1943,Widow,"$57,513.00 ",0,0,7/6/2013
4518,1979,Together,"$85,693.00 ",0,1,4/20/2013
8969,1977,Married,"$71,855.00 ",0,1,1/16/2013
387,1976,Married,"$7,500.00 ",0,0,11/13/2012
1079,1971,Married,"$71,969.00 ",0,1,10/16/2012
164,1977,Married,"$28,973.00 ",0,0,10/13/2012
3434,1951,Single,"$80,872.00 ",0,0,5/12/2014
5721,1956,Married,"$84,117.00 ",0,0,5/11/2014
8418,1958,Single,"$38,741.00 ",1,1,3/30/2014
5300,1973,Married,"$38,961.00 ",1,0,12/30/2013
10424,1968,Single,"$75,922.00 ",0,0,12/9/2013
11171,1965,Married,"$56,962.00 ",2,1,10/11/2013
1600,1965,Married,"$56,962.00 ",2,1,10/11/2013
7851,1949,Widow,"$70,165.00 ",0,0,9/22/2013
10701,1973,Married,"$65,308.00 ",0,0,9/11/2013
891,1951,Together,"$29,298.00 ",1,1,9/7/2013
6912,1967,Married,"$63,246.00 ",0,2,8/20/2013
5967,1952,Together,"$33,402.00 ",1,1,7/18/2013
2109,1990,Single,"$96,843.00 ",0,0,4/23/2013
6292,1986,Married,"$82,333.00 ",0,0,3/30/2013
8537,1949,Widow,"$72,643.00 ",0,0,2/27/2013
9576,1982,Together,"$32,313.00 ",1,0,2/11/2013
5935,1956,Single,"$55,284.00 ",0,1,12/24/2012
10264,1979,Divorced,"$15,287.00 ",1,0,10/10/2012
234,1979,Divorced,"$15,287.00 ",1,0,10/10/2012
3202,1987,Married,"$51,563.00 ",0,0,10/1/2012
1103,1976,Married,"$81,929.00 ",1,0,9/29/2012
610,1953,Together,"$53,593.00 ",1,1,8/7/2012
4480,1973,Married,"$60,432.00 ",0,1,3/9/2014
10660,1957,Married,"$66,726.00 ",1,1,1/12/2014
9353,1959,Single,"$62,450.00 ",0,1,1/6/2014
4120,1975,Single,"$49,514.00 ",1,0,12/17/2013
2836,1972,Married,"$43,269.00 ",1,0,9/16/2013
9579,1959,Married,"$33,762.00 ",2,1,7/7/2013
5841,1966,Together,"$60,894.00 ",0,1,6/28/2013
3174,1959,Together,"$87,771.00 ",0,1,5/22/2013
5536,1959,Together,"$87,771.00 ",0,1,5/22/2013
2061,1955,Married,"$50,737.00 ",0,1,5/11/2013
8477,1956,Divorced,"$26,150.00 ",2,1,3/11/2013
