ID,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds
10675,909,11,218,0,0,23
7004,24,3,26,7,1,23
4432,2,3,20,6,11,9
5079,71,1,16,0,0,9
4475,1315,22,780,145,0,178
10868,344,45,654,104,11,114
6742,2,2,1,3,1,2
5692,1,4,3,8,9,7
339,462,0,24,6,0,4
10398,1,6,2,8,2,12
8017,22,0,19,6,5,3
3722,31,1,8,0,0,8
7326,34,1,19,2,7,0
2416,789,25,420,16,38,0
1878,4,6,8,6,3,10
5278,307,26,360,138,31,40
5734,46,4,36,2,2,1
4370,18,1,32,6,3,28
8405,135,25,51,23,25,46
7617,67,5,61,3,8,19
10339,161,0,22,0,0,24
6376,191,56,139,51,8,100
2150,860,28,409,73,56,56
7386,17,0,14,7,3,2
3006,17,0,14,7,3,2
11088,1396,0,322,46,35,17
5185,199,66,315,97,174,41
3523,583,34,309,0,22,125
55,509,0,65,7,11,5
3807,473,21,176,19,21,56
2453,526,28,135,10,21,99
7787,526,28,135,10,21,99
2230,27,2,14,0,0,0
8146,30,0,8,2,0,14
988,410,0,592,147,22,22
4832,6,5,17,3,24,46
3152,15,10,19,8,17,20
11188,15,10,19,8,17,20
361,5,1,7,2,1,4
5939,43,5,28,7,6,33
9349,693,21,118,110,147,42
819,508,124,249,50,38,134
10120,116,6,82,6,6,41
4541,116,6,82,6,6,41
2456,80,4,46,0,17,2
2516,22,2,10,6,4,34
11013,336,28,282,184,54,54
9988,553,25,142,65,67,8
1627,408,61,109,48,122,41
1490,675,0,85,10,7,77
6710,68,1,13,3,5,13
7375,297,7,79,0,11,182
10144,297,7,79,0,11,182
3138,1324,27,119,71,108,27
1440,367,17,241,104,188,232
4200,167,2,62,24,13,7
4998,292,30,415,63,33,200
7321,292,30,415,63,33,200
8663,11,0,3,0,0,1
1958,582,0,65,0,0,13
6963,675,11,400,15,45,11
1065,557,129,984,193,37,18
2712,184,178,178,103,39,33
6049,1142,51,415,90,69,37
6605,504,13,131,8,0,26
11181,2,1,2,1,1,1
5234,12,5,25,0,9,30
5253,145,13,46,17,2,4
11148,2,1,4,3,1,2
6289,135,0,10,0,4,36
9743,1449,89,161,69,35,107
9209,829,138,430,60,92,15
6417,829,138,430,60,92,15
7937,10,7,25,6,3,7
6488,76,0,7,0,0,16
3194,412,12,546,78,182,0
231,24,0,7,0,0,1
9697,335,42,127,28,5,5
4676,612,91,520,258,107,107
8079,3,1,8,23,2,18
10032,3,5,14,2,12,17
10505,741,19,154,50,9,28
2005,22,3,30,0,5,15
6940,100,1,39,6,1,76
2304,625,7,99,10,22,7
3170,389,66,408,37,57,85
10466,24,2,20,2,2,10
7325,23,0,11,2,1,3
455,102,9,63,2,9,24
7592,102,9,63,2,9,24
4547,6,2,9,2,1,5
6825,13,0,3,0,0,0
2961,175,10,110,54,6,27
8700,7,7,14,7,16,15
2278,4,17,19,30,24,39
10703,57,0,27,0,0,36
9,57,0,27,0,0,36
2804,57,0,27,0,0,36
4915,176,72,98,136,21,229
3010,957,153,612,99,95,153
4279,15,4,10,3,4,18
2564,111,3,28,2,6,15
1137,398,190,537,61,156,37
5084,445,53,213,104,98,151
7094,445,53,213,104,98,151
6327,565,32,435,28,32,54
6131,141,70,106,72,19,23
5798,445,37,359,98,28,18
10379,327,9,122,19,14,83
606,6,1,2,2,0,4
7801,197,107,227,7,59,131
2445,38,1,24,0,0,0
5346,25,5,19,7,0,23
550,243,131,217,85,6,26
4478,457,5,106,15,17,53
2350,623,53,178,23,17,133
1118,544,13,85,8,6,29
1491,162,33,124,40,28,172
4507,631,28,491,30,14,56
7023,189,2,55,0,5,12
6977,1073,0,629,145,37,37
4042,91,3,52,2,1,31
7274,736,163,818,212,163,61
2902,19,4,12,2,2,6
3332,64,4,68,7,5,17
7433,64,4,68,7,5,17
9386,274,0,21,4,6,15
5176,7,6,13,7,6,14
10323,205,7,41,3,2,46
4682,99,27,102,28,48,6
3083,215,13,87,17,17,24
8015,714,76,395,116,0,12
1745,714,76,395,116,0,12
3136,317,25,265,25,19,12
6991,537,6,42,16,6,30
8132,565,6,65,0,6,19
503,13,1,29,3,0,7
8148,285,28,242,55,114,135
2736,366,124,156,71,78,54
8162,4,1,11,6,2,2
692,4,2,5,0,0,5
7706,350,104,189,197,151,57
9298,1252,0,465,46,35,0
2986,7,2,4,2,1,4
10812,37,0,46,4,3,0
2909,934,24,230,16,24,36
6974,518,42,742,55,56,84
9140,51,4,24,4,7,1
4554,171,45,73,59,10,90
7791,12,1,6,0,1,5
5455,99,0,15,2,1,5
7960,734,22,350,151,25,100
3426,1045,61,338,60,46,46
5316,36,4,18,6,2,18
1404,51,23,82,33,0,42
10598,12,1,16,4,1,3
8212,85,15,27,13,13,21
3233,562,21,464,28,10,32
7892,6,4,25,15,12,13
2975,717,42,864,219,30,84
5043,7,23,78,133,49,144
3104,830,59,968,51,79,19
10854,29,0,14,0,0,2
7419,8,3,19,0,2,3
5558,1020,31,430,62,63,79
832,561,14,113,10,14,35
4964,680,11,392,75,0,0
11030,9,0,3,0,0,4
4587,162,25,53,16,0,10
450,67,15,80,17,11,80
11031,26,1,10,2,0,1
4990,524,0,134,28,28,155
221,138,3,38,4,0,59
4351,18,2,10,0,0,25
1357,856,59,487,58,29,73
5667,1013,30,399,60,46,153
8867,864,134,768,150,38,172
2747,864,134,768,150,38,172
7422,85,44,54,102,78,6
4148,164,24,103,12,3,42
9516,620,54,239,99,98,119
1291,152,9,121,12,12,45
1833,68,8,18,19,8,12
7270,908,48,217,32,12,24
8182,53,3,49,7,4,5
10394,675,144,133,94,192,241
1142,208,7,82,30,66,35
451,9,0,7,2,0,4
7128,4,0,5,0,1,5
10678,653,17,170,34,26,17
7755,350,3,39,0,0,19
4754,30,11,33,13,6,29
20,43,12,23,29,15,61
2246,43,12,23,29,15,61
10307,369,9,87,12,14,34
2147,736,63,946,219,189,126
10590,794,73,573,0,29,14
6565,1012,80,498,0,16,176
6619,22,1,13,4,0,4
4817,3,2,7,0,4,2
4508,203,35,305,46,17,227
4843,203,35,305,46,17,227
9197,32,0,5,2,0,8
6237,81,4,33,5,2,291
6515,6,2,18,2,8,14
5954,76,14,74,13,5,10
7938,350,8,66,17,4,4
961,133,27,421,13,195,71
1764,100,2,128,23,7,10
1916,188,3,180,20,3,43
6941,17,8,12,11,15,32
5562,502,12,109,16,6,90
1517,3,9,13,2,12,12
7286,13,6,15,3,5,13
4687,674,92,736,39,0,92
5631,202,47,197,55,42,149
1951,228,122,122,208,129,30
123,544,35,133,23,151,107
9451,811,76,428,99,137,107
7396,342,51,936,207,35,26
3298,856,0,76,12,9,199
6730,34,1,14,0,0,5
9916,34,1,14,0,0,5
2227,45,47,52,21,20,25
946,45,47,52,21,20,25
3745,5,36,7,0,10,45
4094,201,2,43,3,5,35
8588,201,2,43,3,5,35
3916,639,8,166,11,8,58
9135,13,2,21,4,0,24
1755,30,11,25,29,1,18
2875,444,44,382,11,8,17
2008,372,23,384,250,12,108
10925,255,31,446,40,56,175
1604,184,2,19,8,8,4
5389,238,17,68,8,10,6
2878,162,31,127,8,17,69
4440,509,0,27,0,0,10
1324,23,3,21,3,19,22
6262,816,42,450,55,56,154
3628,4,8,11,19,12,26
3641,10,2,15,2,1,6
322,29,1,11,0,0,0
175,656,80,455,52,107,93
6988,656,80,455,52,107,93
8204,482,35,553,72,160,17
7476,928,63,254,0,12,12
5221,714,8,99,11,0,47
8970,371,22,39,6,0,92
9286,407,28,100,120,74,18
5831,1017,50,500,65,50,133
1010,41,0,17,3,1,16
11074,494,92,391,194,11,241
5896,272,7,80,20,7,11
3515,87,13,34,10,6,10
5324,173,43,118,46,27,15
6534,29,0,29,0,5,4
8373,1,3,6,10,0,9
3829,1,3,6,10,0,9
4501,292,127,635,132,127,165
4179,8,9,9,2,5,22
2292,5,4,8,2,0,5
9239,92,4,18,3,3,6
8953,27,0,5,0,0,3
10258,27,0,5,0,0,3
3520,162,28,818,0,28,56
10402,25,1,9,2,1,1
11114,25,4,9,6,8,32
9553,0,2,3,4,1,5
6055,546,72,376,94,145,72
4786,555,82,257,93,61,61
5015,68,6,38,3,6,41
8560,351,16,156,7,5,145
3469,19,18,33,24,1,8
5885,73,3,90,12,1,32
3310,73,3,90,12,1,32
2134,263,5,233,69,41,83
2532,982,73,351,56,14,175
2579,495,33,255,11,33,8
3117,264,0,21,12,6,147
5623,15,4,13,0,0,19
4789,769,22,500,210,143,33
9523,5,0,8,2,0,0
5268,17,8,14,10,4,3
1545,120,19,206,25,19,54
2254,627,120,414,121,80,93
2661,12,4,2,10,6,10
3130,12,4,2,10,6,10
5847,312,21,206,102,92,149
5863,359,0,134,13,26,123
999,490,44,125,29,20,22
2931,737,21,106,55,63,210
1890,11,1,4,2,0,7
5589,631,0,115,10,7,30
10172,456,19,832,75,118,38
6729,456,19,832,75,118,38
10492,2,0,5,2,0,1
2939,751,127,687,20,15,31
5948,143,6,52,11,8,17
574,14,36,11,3,26,35
3266,14,36,11,3,26,35
10500,19,1,20,16,14,28
7987,346,17,48,23,13,13
1135,18,2,19,0,2,6
24,18,2,19,0,2,6
7244,48,5,48,6,10,7
1966,684,100,801,21,66,0
7789,684,100,801,21,66,0
3336,712,0,45,0,0,191
5644,309,3,24,4,3,20
1295,231,65,196,38,71,124
6663,144,0,7,0,0,6
10262,8,2,15,0,10,18
456,1,11,5,4,6,9
3270,12,23,38,30,18,7
5748,115,27,44,4,146,139
8952,397,46,288,20,38,70
3921,24,1,108,29,29,14
9826,899,102,838,133,102,40
5830,899,102,838,133,102,40
8310,897,126,196,91,112,37
6382,25,0,11,3,0,15
8439,734,26,70,11,44,17
7613,166,5,107,11,8,29
48,136,1,12,0,3,32
5046,756,138,354,160,169,61
3231,5,4,10,2,2,7
7181,35,0,13,2,0,2
1663,20,2,14,3,0,10
5441,267,6,54,8,3,50
8602,412,172,153,150,105,57
9925,127,1,56,0,1,31
9499,1279,15,287,20,0,15
6568,11,0,36,15,5,12
3032,28,34,62,11,14,44
5153,1004,59,265,115,59,27
4127,1004,59,265,115,59,27
9940,382,114,276,75,124,38
7527,6,6,29,12,15,8
3406,138,33,87,28,24,12
9771,104,20,101,24,15,5
6722,479,28,136,75,14,35
213,35,0,11,0,0,2
8541,8,4,10,6,7,6
8475,20,2,1582,1,2,1
8070,199,12,31,3,12,7
313,901,61,757,186,163,20
9757,997,15,414,99,30,76
2088,997,15,414,99,30,76
2320,508,11,59,23,5,29
966,538,13,91,17,6,26
9706,62,1,20,4,0,7
3979,982,17,672,23,34,51
5602,466,22,432,147,113,102
2202,44,2,11,2,3,7
9645,920,138,168,36,46,30
7230,459,0,24,6,0,4
5675,459,0,24,6,0,4
4974,433,89,650,16,102,102
5687,563,50,774,28,31,187
5871,73,28,217,10,24,115
3846,192,5,53,0,5,15
10001,5,17,17,13,14,34
2831,453,38,279,188,38,183
868,54,0,7,0,0,4
7212,54,0,7,0,0,4
1743,273,86,208,177,14,43
2415,362,17,398,80,35,61
7947,24,0,8,0,1,4
2106,0,6,3,7,6,12
3363,0,6,3,7,6,12
8595,55,0,6,2,0,4
7232,55,0,6,2,0,4
7829,15,6,8,7,4,25
9977,321,11,309,33,26,34
10142,372,18,126,47,48,78
5263,5,10,13,3,8,16
22,185,2,88,15,5,14
528,267,38,701,149,165,63
4070,169,24,553,188,0,144
