ID,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth
10172,1,4,5,11,3
6729,1,4,5,11,3
10492,1,0,0,3,2
2939,1,4,6,4,2
5948,2,4,1,5,5
574,1,1,1,4,2
3266,1,1,1,4,2
10500,2,3,0,4,5
7987,4,8,1,6,6
1135,5,3,0,4,7
24,5,3,0,4,7
7244,3,2,1,4,6
1966,1,6,9,10,2
7789,1,6,9,10,2
3336,3,2,4,5,7
5644,2,5,1,7,7
1295,1,6,5,7,4
6663,1,3,1,4,5
10262,4,3,1,3,5
456,2,2,0,3,8
3270,4,3,1,3,9
5748,3,5,2,6,5
8952,2,6,5,10,3
3921,1,4,1,4,8
9826,1,5,6,10,2
5830,1,5,6,10,2
8310,3,10,4,7,6
6382,1,1,0,3,4
8439,2,6,3,4,4
7613,2,5,1,6,6
48,2,4,1,3,6
5046,2,10,6,7,4
3231,1,1,0,3,8
7181,2,2,0,3,8
1663,1,2,0,2,9
5441,2,5,2,6,5
8602,2,7,6,11,4
9925,3,4,2,3,7
9499,3,3,4,7,5
6568,1,2,0,3,7
3032,3,4,0,4,9
5153,2,11,10,11,6
4127,2,11,10,11,6
9940,2,6,4,4,3
7527,3,2,1,3,8
3406,4,3,2,7,3
9771,6,5,1,5,9
6722,3,10,3,7,6
213,4,2,1,3,7
8541,2,2,0,4,5
8475,15,0,22,0,0
8070,1,3,3,5,3
313,1,6,5,10,3
9757,1,5,6,12,2
2088,1,5,6,12,2
2320,5,11,1,6,9
966,6,6,2,11,5
9706,2,2,1,3,8
3979,1,6,2,8,2
5602,1,8,7,12,3
2202,1,1,0,4,5
9645,1,9,4,10,6
7230,6,4,5,7,6
5675,6,4,5,7,6
4974,10,4,6,9,7
5687,1,7,7,12,3
5871,3,6,1,6,8
3846,4,6,1,4,8
10001,4,2,1,3,9
2831,2,7,7,10,3
868,1,2,0,3,6
7212,1,2,0,3,6
1743,1,2,3,5,1
2415,3,5,3,5,4
7947,1,1,0,3,5
2106,1,1,0,3,8
3363,1,1,0,3,8
8595,2,1,1,3,5
7232,2,1,1,3,5
7829,1,2,1,2,5
9977,3,9,3,5,4
10142,2,5,2,11,4
5263,1,1,0,3,8
22,2,6,1,5,8
528,1,5,4,10,3
4070,1,8,5,4,7
